"000000159","001","","","","000000159""
"000000159","003","","","","CHVBK""
"000000159","005","","","","20140814164125.0""
"000000159","008","","","","061219s1952    gw            00    ger""
"000000159","035"," "," ","a","(OCoLC)775794216"
"000000159","035"," "," ","a","(ABN)000300102"
"000000159","040"," "," ","a","CH-AaAKB"
"000000159","245","0","0","a","Zeichnungen aus dem Planarchiv des Landesamtes für Volkskunde und Denkmalpflege und Modelle aus sächsischen Museen"
"000000159","245","0","0","c","Kabinett der Gegenwart Kaisertrutz"
"000000159","246","1","3","a","Ausstellung technischer Kulturdenkmale"
"000000159","260"," "," ","a","[Görlitz]"
"000000159","260"," "," ","b","[s.n.]"
"000000159","260"," "," ","c","1952"
"000000159","300"," "," ","a","112 S"
"000000159","300"," "," ","b","Ill"
"000000159","490","0"," ","a","Schriftenreihe der Städtischen Kunstsammlungen Görlitz. Neue Folge"
"000000159","490","0"," ","v","2"
"000000159","490","0"," ","a","Technische Kulturdenkmale Sachsens"
"000000159","490","0"," ","v","Heft 1"
"000000159","500"," "," ","a","Ausstellung (Görlitz ; Kulturhistorisches Museum Kaisertrutz ; 1952)"
"000000159","690"," ","7","B","u"
"000000159","690"," ","7","a","Sachsen"
"000000159","690"," ","7","2","abn YA"
"000000159","690"," ","7","B","u"
"000000159","690"," ","7","a","Denkmalpflege"
"000000159","690"," ","7","2","abn YA"
"000000159","690"," ","7","B","u"
"000000159","690"," ","7","a","Kulturdenkmal"
"000000159","690"," ","7","2","abn YA"
"000000159","690"," ","7","B","u"
"000000159","690"," ","7","a","Ausstellungskatalog"
"000000159","690"," ","7","2","abn YA"
"000000159","710","2"," ","a","Kulturhistorisches Museum Kaisertrutz (Görlitz)"
"000000159","913"," "," ","a","Ausstellung = Exposition"
"000000159","913"," "," ","b","1952"
"000000159","913"," "," ","c","Görlitz"
"000000159","950"," "," ","B","ABN"
"000000159","950"," "," ","P","490"
"000000159","950"," "," ","E","--"
"000000159","950"," "," ","a","Schriftenreihe der Städtischen Kunstsammlungen Görlitz. Neue Folge"
"000000159","950"," "," ","v","2"
"000000159","950"," "," ","B","ABN"
"000000159","950"," "," ","P","490"
"000000159","950"," "," ","E","--"
"000000159","950"," "," ","a","Technische Kulturdenkmale Sachsens"
"000000159","950"," "," ","v","Heft 1"
"000000159","950"," "," ","B","ABN"
"000000159","950"," "," ","P","710"
"000000159","950"," "," ","E","2-"
"000000159","950"," "," ","a","Kulturhistorisches Museum Kaisertrutz (Görlitz)"
"000000159","898"," "," ","a","BK020000"
"000000159","898"," "," ","b","XK020000"
"000000159","898"," "," ","c","XK020000"
